"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1935557242255978753","Thu Jun 19 04:36:22 +0000 2025","2","Presiden Prabowo Subianto Toba di Rusia #JusticeForArgo #SaveRajaAmpat #MyGoldenBloodFinalEP #zonauang #ITSSKIN_Presenter_Dunk #BLACKPINK https://t.co/H24bkcc63s","1935557242255978753","https://pbs.twimg.com/ext_tw_video_thumb/1935557188040404993/pu/img/SPUpVMYjYz936Zti.jpg","","in","","0","0","0","https://x.com/undefined/status/1935557242255978753","1702568721003446272",
"1935555843212324938","Thu Jun 19 04:30:48 +0000 2025","3","Presiden Prabowo Subianto adaptasi kebijakan Singapura untuk Rakyat Indonesia #JusticeForArgo #SaveRajaAmpat #MyGoldenBloodFinalEP #zonauang #ITSSKIN_Presenter_Dunk #BLACKPINK https://t.co/IpcgNCc9VQ","1935555843212324938","https://pbs.twimg.com/ext_tw_video_thumb/1935555761192808448/pu/img/nYOIvDTopFsfeLe5.jpg","","in","","0","0","0","https://x.com/undefined/status/1935555843212324938","1435790843051266051",
"1935551314966229009","Thu Jun 19 04:29:16 +0000 2025","3","#SaveRajaAmpat #iStandbyPapua #LengserkanGibran https://t.co/0SMUOy2QBh","1935555457382539612","https://pbs.twimg.com/ext_tw_video_thumb/1935555441905573888/pu/img/hrRC_KoQFwR3W3B5.jpg","HarryPattyRM00","qme","","0","2","2","https://x.com/undefined/status/1935555457382539612","1864781185165201408",
"1935551314966229009","Thu Jun 19 04:27:20 +0000 2025","3","#iStandbyPapua #SaveRajaAmpat #LengserkanGibran https://t.co/0RnCKtfx2e","1935554971803725907","https://pbs.twimg.com/media/Gtx4_T7XEAA5qcL.jpg","HarryPattyRM00","qme","","0","4","2","https://x.com/undefined/status/1935554971803725907","1864781185165201408",
"1935551314966229009","Thu Jun 19 04:24:54 +0000 2025","3","#SaveRajaAmpat #iStandbyPapua #LengserkanGibran https://t.co/uAL5gkz9fX","1935554357380186606","https://pbs.twimg.com/media/Gtx4bfxXMAAPsYx.jpg","HarryPattyRM00","qme","","0","1","2","https://x.com/undefined/status/1935554357380186606","1864781185165201408",
"1935551314966229009","Thu Jun 19 04:23:28 +0000 2025","4","WASPADA PENGALIHAN ISYU #SaveRajaAmpat #ManaIjazahAslimu #LengserkanGibran https://t.co/i92W9J1jwi","1935553998456766964","","HarryPattyRM00","in","","0","1","2","https://x.com/undefined/status/1935553998456766964","1864781185165201408",
"1935551314966229009","Thu Jun 19 04:12:48 +0000 2025","19","#SaveRajaAmpat #LengerkanGibran 4 Pulau ACEH da BALIK️ NOW RAJA 4 PAPUA BUKAN ATM PUSAT TUTUP TAMBANG PT. GAG NOW Menuju SENIN 23 JUNI Pembukaan Masa Sidang DPR LENGSERKAN GIBRAN #MenujuIndonesiaBermoral #MenujuPersatuanRakyat @ebonXboy @STresnowati1 https://t.co/ORKfVJkDWS","1935551314966229009","https://pbs.twimg.com/ext_tw_video_thumb/1935551298025185280/pu/img/yG-NOiVU3UBq1Q-8.jpg","","in","","6","2","15","https://x.com/undefined/status/1935551314966229009","1864781185165201408",
"1935550092511183228","Thu Jun 19 04:07:57 +0000 2025","2","Kira² apa ya yang mereka obrolkan? pasti penting banget #JusticeForArgo #SaveRajaAmpat #MyGoldenBloodFinalEP #zonauang #ITSSKIN_Presenter_Dunk #BLACKPINK https://t.co/IhE1bpvl5R","1935550092511183228","https://pbs.twimg.com/ext_tw_video_thumb/1935549980451954688/pu/img/_1oxzNTefCE_qt_b.jpg","","in","","0","0","0","https://x.com/undefined/status/1935550092511183228","1405435522349207552",
"1934946707382616276","Thu Jun 19 04:05:40 +0000 2025","0","@prabowo Pak Prabowo tolong segera kembali jgn di perpanjang ya pak dan segera diambil tindakan tegas terhadap pembantu²nya yg ngaco pada saat bpk tinggal seperti tito bahlil + luhut #SaveRajaAmpat","1935549518436778186","","prabowo","in","","0","0","0","https://x.com/undefined/status/1935549518436778186","1732735533892407296",
"1935548120311673061","Thu Jun 19 04:00:07 +0000 2025","1","Kala itu kemiskinan selalu melayang-layang di angkasa dan menyambari kepalaku. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935548120311673061","","","in","","0","0","0","https://x.com/undefined/status/1935548120311673061","1872885865955115011",
"1935548118663315526","Thu Jun 19 04:00:06 +0000 2025","1","Berani mengambil keputusan dan risiko. Berani dengan apa saja. Asalkan jangan jadi orang yang berani ngeyel padahal salah. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935548118663315526","","","in","","0","0","0","https://x.com/undefined/status/1935548118663315526","1887366975334326277",
"1935548115446284798","Thu Jun 19 04:00:06 +0000 2025","1","Semua manusia bersaudara satu sama lain. Karena itu tiap orang yang membutuhkan pertolongan harus meeroleh pertolongan. Tiap orang keluar dari satu turunan karena itu satu sama lain adalah saudara. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935548115446284798","","","in","","0","0","0","https://x.com/undefined/status/1935548115446284798","1891685698157281282",
"1935548110685831618","Thu Jun 19 04:00:04 +0000 2025","1","Terpelajar itu sudah harus adil semenjak dalam pikiran. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935548110685831618","","","in","","0","0","0","https://x.com/undefined/status/1935548110685831618","1897487771230724101",
"1935332714238169519","Thu Jun 19 03:49:27 +0000 2025","0","@anastashyiit Odol odal ordalK .. #lawancaraculas #saverajaampat #papuabukantanahkosong #sutenbi #ODOL #kemendikbudproblematik #kemenhubproblematik #kemenesdmproblematik #kemenperdaganganproblematik #savePapua #tolaktambang Nij https://t.co/PiPxoGKvZU","1935545435458052585","https://pbs.twimg.com/amplify_video_thumb/1935544528036884480/img/gC2Ay2bw3Ny02MzM.jpg","anastashyiit","sl","","0","0","0","https://x.com/undefined/status/1935545435458052585","567719393",
"1935533017801621587","Thu Jun 19 03:00:06 +0000 2025","1","Tiap pemuda Indonesia bisa melakukan segala perjuangan dan pekerjaan kalau dia mau - Pak Komandan - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935533017801621587","","","in","","0","0","0","https://x.com/undefined/status/1935533017801621587","1872885865955115011",
"1935533013057831346","Thu Jun 19 03:00:05 +0000 2025","1","Arwah-arwah buruh menggiring hujan air mata mata mereka menyeret banjir - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935533013057831346","","","in","","0","0","0","https://x.com/undefined/status/1935533013057831346","1891685698157281282",
"1935512054816981247","Thu Jun 19 02:40:53 +0000 2025","0","@anneserlo Selamatkan Raja Ampat surga laut yang kaya akan keanekaragaman hayati! Hentikan tambang nikel yang merusak terumbu karang dan hutan dukung moratorium penuh dan lindungi warisan budaya serta ekosistemnya untuk generasi mendatang. #SaveRajaAmpat","1935528180305248312","","anneserlo","in","","0","0","0","https://x.com/undefined/status/1935528180305248312","872602664592220160",
"1935517919297028556","Thu Jun 19 02:00:06 +0000 2025","1","Di mana pun juga Kau selalu selamatkan aku Kau mudahkan perjalananku. Kau gampangkan hidupku. Terima kasih ya Tuhanku. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935517919297028556","","","in","","0","0","0","https://x.com/undefined/status/1935517919297028556","1872885865955115011",
"1935517914842767826","Thu Jun 19 02:00:05 +0000 2025","1","Dengan melawan kita takkan sepenuh kalah. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935517914842767826","","","in","","0","0","0","https://x.com/undefined/status/1935517914842767826","1891685698157281282",
"1935512054816981247","Thu Jun 19 01:36:48 +0000 2025","4","#SaveRajaAmpat Eksploitasi tambang nikel di Raja Ampat telah menimbulkan kontradiksi tajam antara ambisi Indonesia untuk memimpin rantai pasokan energi hijau global dan kebutuhan melindungi ekosistem laut yang sangat rentan. Sebanyak empat dari lima izin tambang dalam kawasan https://t.co/Ii7k9LiuDc","1935512054816981247","https://pbs.twimg.com/media/GtxQ9mgXsAAiYaj.png","","in","","0","2","3","https://x.com/undefined/status/1935512054816981247","1719885887662874624",
"1935503963832598964","Thu Jun 19 01:04:39 +0000 2025","0","https://t.co/CYf2fd1xHy Taman Bumi Raja Ampat #SaveRajaAmpat","1935503963832598964","","","in","","0","0","0","https://x.com/undefined/status/1935503963832598964","1719885887662874624",
"1935493071099285679","Thu Jun 19 00:21:22 +0000 2025","5","Seru banget bisa kenal matkul komunikasi digital ini di UPNVJT dengan belajar digital activism ini kita bisa tau apa yang terjadi di sosmed termasuk yang viral sekalipun kayak #SaveRajaAmpat bahkan konten viral lainnya #banggaupnvjt bisa masuk ikom nya #h25komdigupnvjt","1935493071099285679","","","in","","0","2","0","https://x.com/undefined/status/1935493071099285679","1818934913292439552",
"1935122788639031458","Wed Jun 18 23:23:06 +0000 2025","0","@TirtoID Lah dia membela diri dengan mencari bukti bahwa dia tidak bersalah otak emang udah sengklek pejabat bangsat indo #JokowiAlumniPasarPramuka #IjazahPalsuJokowiMendunia #SaveRajaAmpat","1935478407330181592","","TirtoID","in","","0","0","0","https://x.com/undefined/status/1935478407330181592","1600015543062659072",
"1935332764070592718","Wed Jun 18 23:22:09 +0000 2025","0","@Aceh Harus merdeka kalian jangan mau dibebani negara bangsat indo ini #JokowiAlumniPasarPramuka #IjazahPalsuJokowiMendunia #SaveRajaAmpat","1935478169630613838","","Aceh","in","","0","0","0","https://x.com/undefined/status/1935478169630613838","1600015543062659072",
"1935284695417446536","Wed Jun 18 23:19:24 +0000 2025","0","@mediaindonesia Dia sendiri yang nunjuk orang bermasalah jadi bawahannya sekalian jadi pahlawan juga ya kan #JokowiAlumniPasarPramuka #IjazahPalsuJokowiMendunia #SaveRajaAmpat","1935477475037036822","","mediaindonesia","in","","0","0","0","https://x.com/undefined/status/1935477475037036822","1600015543062659072",
"1935474253060784269","Wed Jun 18 23:15:41 +0000 2025","1","@msaid_didu Bentar lagi bakal ada komen ternak mulyono 400 perak kayak kamu ya didu? #JokowiAlumniPasarPramuka #IjazahPalsuJokowiMendunia #SaveRajaAmpat","1935476542370627613","","msaid_didu","in","","0","0","0","https://x.com/undefined/status/1935476542370627613","1600015543062659072",
"1935473445497881035","Wed Jun 18 23:03:23 +0000 2025","0","#SaveRajaAmpat","1935473445497881035","","","qht","","0","0","0","https://x.com/undefined/status/1935473445497881035","1406924583194689537",
"1935452557687853234","Wed Jun 18 22:52:49 +0000 2025","4","@abu_waras Akan selalu kusisakan ruang tidak percaya pada politisi apalagi geng solo masih jadi menteri²nya dia #JokowiAlumniPasarPramuka #makzulkanGibran #SaveRajaAmpat","1935470787005399070","","abu_waras","in","","0","1","1","https://x.com/undefined/status/1935470787005399070","1600015543062659072",
"1935232985047122214","Wed Jun 18 22:20:12 +0000 2025","0","@geloraco Ribet amat urusin dagangan orang tuh #SaveRajaAmpat urusin","1935462580384063806","","geloraco","in","","0","0","0","https://x.com/undefined/status/1935462580384063806","1814417115132375041",
"1934614599397204315","Wed Jun 18 19:21:16 +0000 2025","0","@rizml98 Masih Happy Ending itu.. Si Wangquan Hongye saking g ber sisanya (ada si Li Quzhou tpi lumpuh Qinlan hilang) sampe merubah mas2 green flag jadi bapak2 redflag.. #SaveChengyi #SaveWangquanFugui #SaveRajaAmpat","1935417547576492388","","rizml98","in","","0","0","0","https://x.com/undefined/status/1935417547576492388","1899868379193933824",
"1935351812565172486","Wed Jun 18 15:00:03 +0000 2025","1","Dengan melawan kita takkan sepenuh kalah. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935351812565172486","","","in","","0","0","0","https://x.com/undefined/status/1935351812565172486","1897487771230724101",
"1935344504867012956","Wed Jun 18 14:56:27 +0000 2025","3","@DarsAlexandra1 #SaveRajaAmpat #LengserkanGibran #LengserkanGibran https://t.co/s9ZC9KGeIT","1935350905291014273","","DarsAlexandra1","qme","","0","0","2","https://x.com/undefined/status/1935350905291014273","1864781185165201408",
"1935336723405541848","Wed Jun 18 14:00:06 +0000 2025","1","Tidak semua kebenaran dan kenyataan perlu dikatan pada seseorang atau pada siapapun. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935336723405541848","","","in","","0","0","0","https://x.com/undefined/status/1935336723405541848","1872885865955115011",
"1935336714291265659","Wed Jun 18 14:00:04 +0000 2025","1","Ya anakku selama hidupku yang limapuluh enam tahun ini tahulah aku bahwa usaha dan iktiar manusia itu sangat terbatas. Aku sendiri tak membiarkan adikmu sakit bila saja aku berkuasa atas nasib manusia. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935336714291265659","","","in","","0","0","0","https://x.com/undefined/status/1935336714291265659","1897487771230724101",
"1904141633907790117","Wed Jun 18 13:13:04 +0000 2025","0","Indonesia Gelap! #GagalkanUUTNI #CabutUUTNI #TolakUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan #SupermasiSipil #PerempuanMelawan #SaveRajaAmpat #SavePapua","1935324889575231691","","yunohihi","in","","0","1","0","https://x.com/undefined/status/1935324889575231691","1632999299905892353",
"1935322515620139169","Wed Jun 18 13:03:38 +0000 2025","3","Halo ALSAians! Spare a second. Raja Ampat needs you. Raja Ampat is a natural wonder not a mining site. No nickel is worth destroying this paradise. ‼️ #SaveRajaAmpat https://t.co/xrxE6PZVu4","1935322515620139169","https://pbs.twimg.com/media/GtulkJHaQAEqOgY.jpg","","en","","0","1","1","https://x.com/undefined/status/1935322515620139169","1339421652812099585",
"1935321623151927360","Wed Jun 18 13:00:06 +0000 2025","1","Aku bangga menjadi seorang liberal Tuan liberal konsekwen. Memang orang lain menamainya liberal keterlaluan. Bukan hanya tidak suka ditindas tidak suka menindas lebih dari itu: tidak suka adanya penindasan. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935321623151927360","","","in","","0","0","0","https://x.com/undefined/status/1935321623151927360","1872885865955115011",
"1935321620069114282","Wed Jun 18 13:00:05 +0000 2025","1","Siapa yang dapat ramalkan bagaimana jadinya bayi? Jadi nabi atau bajingan atau jadi sekedar tambahan isi dunia. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935321620069114282","","","in","","0","0","0","https://x.com/undefined/status/1935321620069114282","1891312552816287744",
"1935321618353701028","Wed Jun 18 13:00:05 +0000 2025","0","Kalau mati dengan berani; kalau hidup dengan berani. Kalau keberanian tidak ada itulah sebabnya setiap bangsa asing bisa jajah kita. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935321618353701028","","","in","","0","0","0","https://x.com/undefined/status/1935321618353701028","1891685698157281282",
"1935315902033272873","Wed Jun 18 12:37:22 +0000 2025","0","info dong adakah info kegiatan pelepas stress yang dompet friendly di tembalang #SaveRajaAmpat https://t.co/beuRCEWKpP","1935315902033272873","https://pbs.twimg.com/media/GtufjgXbIAAyiIe.jpg","","in","","0","0","0","https://x.com/undefined/status/1935315902033272873","1463833627280568322",
"1935307072033464342","Wed Jun 18 12:02:16 +0000 2025","0","Al Fatihah Ali Baba #papuaviral #PapuaNKRI #Papua #SaveRajaAmpat @pertaminamalupa @jayapuraupdate @NataliusPigai2 https://t.co/2sgLAKGZma","1935307072033464342","https://pbs.twimg.com/media/GtuXhIRXQAAye__.jpg","","in","","0","0","0","https://x.com/undefined/status/1935307072033464342","1789855683858579456",
"1935306528510328973","Wed Jun 18 12:00:07 +0000 2025","1","Pribumi Hindia sangat sederhana. Takkan ada perang yang bakal mereka menangkan. Apa arti parang dan tombak di hadapan senapan dan meriam? - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935306528510328973","","","in","","0","0","0","https://x.com/undefined/status/1935306528510328973","1872885865955115011",
"1935306525020667963","Wed Jun 18 12:00:06 +0000 2025","1","Sahabat dalam kesulitan adalah sahabat dalam segala-galanya. Jangan sepelekan persahabatan. Kehebatannya lebih besar daripada panasnya permusuhan. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935306525020667963","","","in","","0","0","0","https://x.com/undefined/status/1935306525020667963","1891312552816287744",
"1935306512525836324","Wed Jun 18 12:00:03 +0000 2025","1","Apa kata Minke nanti kalau kau jadi kuyu tidak menarik? Gadis secantik apa pun takkan menarik kalau sakit. - Pramoedya Ananta Toer #SaveRajaAmpat #IndonesiaEmas","1935306512525836324","","","in","","0","0","0","https://x.com/undefined/status/1935306512525836324","1897487771230724101",
"1935306226004627523","Wed Jun 18 11:58:55 +0000 2025","0","#SaveRajaAmpat #LawanPerusakAlamIndonesia","1935306226004627523","","","qht","","0","0","0","https://x.com/undefined/status/1935306226004627523","1703778268531601408",
"1935303521206944089","Wed Jun 18 11:48:51 +0000 2025","1","Bravoo Sufmi Dasco Ahmad #JusticeForArgo #SaveRajaAmpat #MyGoldenBloodFinalEP #zonauang #ITSSKIN_Presenter_Dunk #BLACKPINK https://t.co/sJJn8tAZxd","1935303695463497960","https://pbs.twimg.com/media/GtuUdBWXIAAuVDo.jpg","Kakang_Himmy","pt","","0","0","0","https://x.com/undefined/status/1935303695463497960","1405435522349207552",
"1935303521206944089","Wed Jun 18 11:48:45 +0000 2025","1","Sufmida Dasco Ahmad menunjukkan perannya sebagai advokat rakyat yang efektif dengan mengubah keluhan publik menjadi kebijakan nyata #JusticeForArgo #SaveRajaAmpat #MyGoldenBloodFinalEP #zonauang #ITSSKIN_Presenter_Dunk #BLACKPINK https://t.co/SFxelFTlVj","1935303667353366803","https://pbs.twimg.com/media/GtuUbYcXMAAhQ_z.jpg","Kakang_Himmy","in","","0","1","0","https://x.com/undefined/status/1935303667353366803","1405435522349207552",
"1935303521206944089","Wed Jun 18 11:48:10 +0000 2025","1","Emang Sufmi Dasco Ahmad ini paling beda... 🇲🇨 #JusticeForArgo #SaveRajaAmpat #MyGoldenBloodFinalEP #zonauang #ITSSKIN_Presenter_Dunk #BLACKPINK https://t.co/B9sT07bZmo","1935303521206944089","https://pbs.twimg.com/media/GtuUS0aWUAA19rF.jpg","","in","","0","1","0","https://x.com/undefined/status/1935303521206944089","1405435522349207552",
"1935298143224287327","Wed Jun 18 11:26:48 +0000 2025","0","Sudah pada lupa ya di raja ampat masih ada 1 tambang yang beroperasi loh.. Hebat memang Tito &amp; Bobby #SaveRajaAmpat @prabowo #indonesiagelap","1935298143224287327","","","in","","0","0","0","https://x.com/undefined/status/1935298143224287327","49386986",
"1935297776595911148","Wed Jun 18 11:25:29 +0000 2025","1","Dukungan penuh dari Presiden Prabowo dalam diplomasi Haji diharapkan dapat meningkatkan posisi tawar Indonesia secara signifikan #JusticeForArgo #SaveRajaAmpat #MyGoldenBloodFinalEP #zonauang #ITSSKIN_Presenter_Dunk #BLACKPINK https://t.co/ONqjYiDue5","1935297813627507048","https://pbs.twimg.com/media/GtuPGvBaQAEjR0Q.jpg","AzizLaheut","in","","0","0","0","https://x.com/undefined/status/1935297813627507048","1435790843051266051",
"1935297776595911148","Wed Jun 18 11:25:26 +0000 2025","1","Presiden Prabowo Subianto mempersiapkan langkah diplomasi dengan Arab Saudi untuk membahas penyelenggaraan ibadah haji tahun 2026 #JusticeForArgo #SaveRajaAmpat #MyGoldenBloodFinalEP #zonauang #ITSSKIN_Presenter_Dunk #BLACKPINK https://t.co/qnybRvG6w4","1935297799589101714","https://pbs.twimg.com/media/GtuPF5rW8AA3tt_.jpg","AzizLaheut","in","","0","1","0","https://x.com/undefined/status/1935297799589101714","1435790843051266051",
